,Ano,UF,Domicilio_com_internet,celular_com_internet,Uso_de_3G_ou_4G,internet_banda_larga,microcomputador,Tablet,outro_equipamento,Renda_mensal
127949,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,926.0
127955,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Não,Não,Não,740.0
127956,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1275.0
127957,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,824.0
127958,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,450.0
127959,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2700.0
127961,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,860.0
127965,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1500.0
127966,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1066.0
127969,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1450.0
127971,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,450.0
127972,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,75.0
127973,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,340.0
127977,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,487.0
127979,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,231.0
127981,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,387.0
127983,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,781.0
127984,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1581.0
127989,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,399.0
127990,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,750.0
127992,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1366.0
127993,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2275.0
127994,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,566.0
127996,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,438.0
127998,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,582.0
127999,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,539.0
128000,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,674.0
128003,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1185.0
128004,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,400.0
128009,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,900.0
128016,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,142.0
128017,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1033.0
128019,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,120.0
128022,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,500.0
128023,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1200.0
128029,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,987.0
128030,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1133.0
128031,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,500.0
128032,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Não,Não,Não,250.0
128033,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Não,Não,Não,206.0
128034,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2762.0
128035,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1225.0
128036,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,482.0
128041,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1024.0
128042,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,626.0
128043,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,506.0
128044,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,958.0
128047,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,202.0
128049,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,950.0
128050,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,666.0
128051,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,864.0
128055,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1066.0
128057,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1324.0
128061,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1000.0
128063,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,755.0
128065,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Não,Não,Não,541.0
128066,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,733.0
128067,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,625.0
128071,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,1149.0
128075,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,618.0
128076,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,841.0
128077,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1196.0
128078,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1333.0
128082,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1200.0
128083,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,496.0
128085,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,931.0
128091,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,912.0
128093,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1133.0
128094,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Sim ,Não,2295.0
128098,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1070.0
128099,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,800.0
128100,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,400.0
128103,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,675.0
128104,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,490.0
128105,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,280.0
128107,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1105.0
128110,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,525.0
128112,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,533.0
128118,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,778.0
128121,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,903.0
128134,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,5200.0
128135,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,900.0
128136,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,3000.0
128138,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1570.0
128139,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,3762.0
128140,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1500.0
128141,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,3010.0
128143,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,930.0
128145,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1750.0
128146,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1300.0
128147,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2000.0
128150,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,849.0
128151,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,4650.0
128153,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,4000.0
128154,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,724.0
128155,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1316.0
128157,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1550.0
128158,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,7500.0
128160,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1766.0
128162,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,3400.0
128166,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1174.0
128170,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,350.0
128171,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1500.0
128172,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Não,Sim ,Não,1300.0
128173,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,287.0
128174,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,950.0
128176,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,4000.0
128178,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,840.0
128179,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1620.0
128183,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,787.0
128187,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,4500.0
128188,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,894.0
128191,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,900.0
128192,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1000.0
128193,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,800.0
128194,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1100.0
128195,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1150.0
128196,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1333.0
128197,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1448.0
128198,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,950.0
128199,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,4750.0
128202,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,820.0
128205,2014,Rio Grande do Sul,Sim,Não,Não,Não,Sim ,Não,Não,1678.0
128206,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,820.0
128208,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1441.0
128210,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,600.0
128213,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,806.0
128215,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1875.0
128217,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,3074.0
128218,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,914.0
128220,2014,Rio Grande do Sul,Sim,Não,Não,Não,Sim ,Não,Não,724.0
128226,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,607.0
128228,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,180.0
128236,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,420.0
128241,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1000.0
128242,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,980.0
128247,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,941.0
128250,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,665.0
128251,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,321.0
128252,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1841.0
128253,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,950.0
128254,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,609.0
128255,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2000.0
128256,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2500.0
128257,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,737.0
128258,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1120.0
128259,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,724.0
128265,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,246.0
128272,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1040.0
128276,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,375.0
128279,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2000.0
128280,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,2431.0
128282,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1224.0
128286,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,595.0
128288,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,833.0
128289,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,989.0
128291,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2220.0
128295,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Não,Não,Não,699.0
128296,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1461.0
128297,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1800.0
128298,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2750.0
128302,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,962.0
128303,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2000.0
128305,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2095.0
128308,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,812.0
128309,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,506.0
128310,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1750.0
128311,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1086.0
128312,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,900.0
128314,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Não,Não,Não,774.0
128315,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1500.0
128316,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,6351.0
128317,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Sim ,Não,2600.0
128318,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1307.0
128322,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,604.0
128324,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Sim ,Não,645.0
128329,2014,Rio Grande do Sul,Sim,Não,Sim ,Sim ,Sim ,Sim ,Não,2050.0
128331,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,800.0
128333,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1082.0
128335,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Sim ,2396.0
128336,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Sim ,1000.0
128338,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,625.0
128340,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Não,Sim ,Não,933.0
128343,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,641.0
128345,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,300.0
128346,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1448.0
128348,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1012.0
128349,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1012.0
128351,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1200.0
128361,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,3000.0
128366,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,2780.0
128372,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1186.0
128373,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1162.0
128375,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2000.0
128377,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,552.0
128378,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,200.0
128383,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2600.0
128384,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Não,Não,Não,256.0
128385,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1433.0
128386,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,900.0
128387,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,3150.0
128388,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1500.0
128389,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2013.0
128390,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1866.0
128391,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1625.0
128392,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,775.0
128395,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,2100.0
128397,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,2966.0
128399,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,583.0
128401,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,72.0
128410,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,579.0
128413,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,390.0
128415,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1100.0
128416,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2250.0
128417,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,8635.0
128418,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1123.0
128419,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1500.0
128420,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,542.0
128423,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,466.0
128425,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Sim ,987.0
128426,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1000.0
128427,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,6189.0
128429,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,483.0
128430,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,226.0
128432,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1433.0
128433,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1100.0
128437,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Sim ,Não,2138.0
128438,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1200.0
128439,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1500.0
128440,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2000.0
128441,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1000.0
128444,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,400.0
128445,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2085.0
128452,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1296.0
128458,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1750.0
128459,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,6712.0
128460,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1000.0
128462,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,2950.0
128467,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,408.0
128468,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,2000.0
128469,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,725.0
128470,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,829.0
128471,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1667.0
128477,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,962.0
128480,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,533.0
128482,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Sim ,728.0
128484,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,693.0
128487,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,187.0
128489,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,0.0
128491,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,400.0
128496,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,550.0
128501,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,575.0
128507,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1266.0
128508,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1300.0
128512,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1033.0
128514,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,334.0
128515,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,318.0
128517,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,750.0
128518,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,700.0
128523,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Sim ,1346.0
128524,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,4978.0
128525,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,8000.0
128526,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1200.0
128527,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Sim ,4000.0
128528,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Sim ,Não,14025.0
128529,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,3750.0
128530,2014,Rio Grande do Sul,Sim,Não,Sim ,Sim ,Sim ,Não,Não,8700.0
128532,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1250.0
128533,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2700.0
128540,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,2900.0
128542,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,3000.0
128544,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1700.0
128547,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,3000.0
128550,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,6000.0
128551,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,8000.0
128552,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,5500.0
128554,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,3250.0
128555,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1700.0
128559,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,2400.0
128560,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,1200.0
