,Ano,UF,Tv_assinatura,TV_antena_parabolica,Domicilio_com_internet,celular_com_internet,Uso_de_3G_ou_4G,internet_banda_larga,Renda_mensal,microcomputador,Tablet,outro_equipamento
119384,2013,SC,Não,Sim,Não,,,,975.0,,,
119385,2013,SC,Não,Sim,Sim ,Não,Não,Não,850.0,Sim ,Não,Não
119386,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,619.0,Sim ,Não,Não
119388,2013,SC,Não,Sim,Não,,,,760.0,,,
119389,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1117.0,Sim ,Não,Não
119390,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1300.0,Sim ,Não,Não
119391,2013,SC,Não,Sim,Sim ,Não,Não,Não,666.0,Sim ,Não,Não
119392,2013,SC,,,,,,,1300.0,,,
119393,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Sim ,3625.0,Sim ,Não,Não
119394,2013,SC,Não,Sim,Não,,,,452.0,,,
119395,2013,SC,Não,Não,Não,,,,989.0,,,
119396,2013,SC,Sim,Sim,Não,,,,1200.0,,,
119399,2013,SC,Não,Sim,Não,,,,1356.0,,,
119401,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,640.0,Sim ,Não,Não
119402,2013,SC,Não,Sim,Sim ,Não,Não,Não,783.0,Sim ,Não,Não
119403,2013,SC,Não,Sim,Sim ,Não,Não,Não,1666.0,Sim ,Não,Não
119404,2013,SC,Não,Sim,Não,,,,680.0,,,
119405,2013,SC,Não,Sim,Não,,,,340.0,,,
119406,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1150.0,Sim ,Não,Não
119407,2013,SC,Não,Sim,Não,,,,1028.0,,,
119408,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,875.0,Sim ,Não,Não
119410,2013,SC,Não,Sim,Não,,,,4865.0,,,
119411,2013,SC,Não,Sim,Não,,,,1324.0,,,
119412,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,912.0,Sim ,Não,Não
119413,2013,SC,Não,Sim,Não,,,,678.0,,,
119414,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,2695.0,Sim ,Não,Não
119415,2013,SC,Sim,Não,Não,,,,2976.0,,,
119416,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1375.0,Sim ,Não,Não
119417,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,983.0,Sim ,Não,Não
119418,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,900.0,Sim ,Não,Não
119419,2013,SC,Não,Sim,Não,,,,2000.0,,,
119421,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,4133.0,Sim ,Não,Não
119422,2013,SC,Não,Sim,Não,,,,1848.0,,,
119423,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Não,1075.0,Sim ,Não,Não
119424,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1196.0,Sim ,Não,Não
119426,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1551.0,Sim ,Não,Não
119427,2013,SC,Não,Sim,Não,,,,1050.0,,,
119428,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,600.0,Sim ,Não,Não
119430,2013,SC,Não,Sim,Não,,,,896.0,,,
119431,2013,SC,Não,Sim,Não,,,,2290.0,,,
119442,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,678.0,Não,Não,Não
119447,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1000.0,Sim ,Não,Não
119450,2013,SC,Não,Sim,Não,,,,684.0,,,
119451,2013,SC,,,Não,,,,870.0,,,
119452,2013,SC,Não,Sim,Sim ,Não,Não,Não,1180.0,Sim ,Não,Não
119453,2013,SC,Não,Sim,Não,,,,1100.0,,,
119454,2013,SC,Não,Sim,Não,,,,1070.0,,,
119455,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,975.0,Sim ,Não,Não
119456,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,216.0,Sim ,Não,Não
119459,2013,SC,Não,Sim,Não,,,,814.0,,,
119460,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1975.0,Sim ,Sim ,Não
119461,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1285.0,Sim ,Não,Não
119463,2013,SC,Não,Sim,Não,,,,978.0,,,
119468,2013,SC,Não,Sim,Não,,,,4356.0,,,
119469,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,3100.0,Sim ,Sim ,Não
119470,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,5333.0,Sim ,Sim ,Não
119472,2013,SC,Não,Não,Sim ,Não,Não,Sim ,989.0,Sim ,Não,Não
119474,2013,SC,Não,Sim,Não,,,,839.0,,,
119476,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,900.0,Sim ,Não,Não
119477,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,975.0,Sim ,Não,Não
119478,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Não,733.0,Não,Não,Não
119480,2013,SC,Não,Não,Não,,,,175.0,,,
119482,2013,SC,Não,Sim,Sim ,Não,Sim ,Não,1034.0,Sim ,Não,Não
119484,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1500.0,Sim ,Sim ,Não
119485,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1219.0,Sim ,Não,Não
119486,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Não,443.0,Não,Não,Não
119487,2013,SC,Não,Sim,Não,,,,1200.0,,,
119488,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,720.0,Sim ,Não,Não
119490,2013,SC,Não,Sim,Não,,,,778.0,,,
119491,2013,SC,Não,Sim,Não,,,,678.0,,,
119493,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1412.0,Sim ,Não,Não
119494,2013,SC,Sim,Não,Não,,,,995.0,,,
119495,2013,SC,Não,Não,Não,,,,393.0,,,
119496,2013,SC,Não,Não,Não,,,,1326.0,,,
119497,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,3600.0,Sim ,Não,Não
119498,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,933.0,Sim ,Não,Não
119499,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,1978.0,Não,Não,Não
119502,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,2500.0,Sim ,Não,Não
119503,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,1560.0,Sim ,Sim ,Não
119504,2013,SC,Sim,Não,Não,,,,12400.0,,,
119505,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1333.0,Sim ,Sim ,Não
119506,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1170.0,Sim ,Sim ,Não
119507,2013,SC,Sim,Não,Não,,,,770.0,,,
119508,2013,SC,Não,Não,Não,,,,446.0,,,
119510,2013,SC,Sim,Sim,Não,,,,1859.0,,,
119511,2013,SC,Não,Não,Não,,,,525.0,,,
119512,2013,SC,Não,Sim,Não,,,,3750.0,,,
119513,2013,SC,Não,Sim,Sim ,Não,Sim ,Não,2500.0,Sim ,Sim ,Não
119514,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,2559.0,Sim ,Não,Não
119515,2013,SC,Sim,Não,Não,,,,878.0,,,
119516,2013,SC,Não,Não,Não,,,,750.0,,,
119518,2013,SC,Não,Sim,Não,,,,1356.0,,,
119519,2013,SC,Não,Sim,Não,,,,180.0,,,
119520,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1250.0,Sim ,Sim ,Não
119521,2013,SC,Não,Não,Não,,,,904.0,,,
119522,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1375.0,Sim ,Não,Não
119523,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,2000.0,Sim ,Não,Não
119524,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,250.0,Sim ,Não,Não
119526,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1276.0,Sim ,Não,Não
119527,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1700.0,Sim ,Não,Não
119528,2013,SC,Não,Não,Não,,,,425.0,,,
119529,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,1632.0,Sim ,Não,Não
119530,2013,SC,Não,Não,Sim ,Não,Não,Sim ,2000.0,Sim ,Não,Não
119531,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,3000.0,Sim ,Não,Não
119532,2013,SC,Não,Sim,Não,,,,1356.0,,,
119533,2013,SC,Não,Sim,Não,,,,452.0,,,
119534,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1666.0,Sim ,Não,Não
119535,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,180.0,Sim ,Não,Não
119536,2013,SC,Não,Sim,Não,,,,1356.0,,,
119538,2013,SC,Não,Sim,Não,,,,1356.0,,,
119539,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,1075.0,Sim ,Sim ,Não
119541,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,1620.0,Sim ,Não,Não
119542,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,1000.0,Sim ,Não,Não
119543,2013,SC,Não,Não,Não,,,,507.0,,,
119544,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Não,2233.0,Sim ,Não,Não
119545,2013,SC,Não,Não,Não,,,,492.0,,,
119546,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,2000.0,Sim ,Não,Não
119548,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1380.0,Sim ,Não,Não
119549,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,450.0,Sim ,Não,Não
119550,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,2500.0,Sim ,Não,Não
119551,2013,SC,Não,Sim,Não,,,,1500.0,,,
119552,2013,SC,Não,Não,Sim ,Não,Sim ,Não,1257.0,Sim ,Não,Não
119553,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,2000.0,Sim ,Não,Não
119554,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Não,1500.0,Sim ,Não,Não
119555,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1300.0,Sim ,Não,Não
119556,2013,SC,Não,Não,Não,,,,1600.0,,,
119557,2013,SC,Não,Sim,Não,,,,344.0,,,
119558,2013,SC,Sim,Não,Não,,,,625.0,,,
119559,2013,SC,Sim,Sim,Não,,,,1150.0,,,
119560,2013,SC,Não,Sim,Não,,,,678.0,,,
119562,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,2500.0,Sim ,Não,Não
119564,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1350.0,Sim ,Não,Não
119565,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,900.0,Sim ,Não,Não
119566,2013,SC,Não,Não,Não,,,,678.0,,,
119567,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,900.0,Sim ,Não,Não
119569,2013,SC,Não,Não,Não,,,,752.0,,,
119570,2013,SC,Não,Sim,Não,,,,968.0,,,
119571,2013,SC,Não,Não,Não,,,,2778.0,,,
119572,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1656.0,Sim ,Não,Não
119573,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,2333.0,Sim ,Não,Não
119574,2013,SC,Não,Não,Sim ,Sim ,Sim ,Sim ,1000.0,Sim ,Não,Não
119576,2013,SC,Não,Sim,Não,,,,778.0,,,
119577,2013,SC,Não,Não,Não,,,,625.0,,,
119578,2013,SC,Não,Sim,Não,,,,1356.0,,,
119579,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1933.0,Sim ,Não,Não
119580,2013,SC,Não,Não,Não,,,,1000.0,,,
119581,2013,SC,Não,Não,Não,,,,1200.0,,,
119582,2013,SC,Não,Não,Não,,,,950.0,,,
119583,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1933.0,Sim ,Sim ,Não
119584,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Não,625.0,Não,Não,Não
119585,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1333.0,Sim ,Não,Não
119586,2013,SC,,,Não,,,,678.0,,,
119587,2013,SC,Não,Não,Sim ,Não,Sim ,Não,833.0,Sim ,Não,Não
119588,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,2500.0,Sim ,Não,Não
119589,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1062.0,Sim ,Não,Não
119590,2013,SC,Não,Sim,Não,,,,1492.0,,,
119591,2013,SC,Não,Não,Não,,,,678.0,,,
119592,2013,SC,Não,Não,Não,,,,2670.0,,,
119593,2013,SC,Não,Não,Não,,,,1042.0,,,
119594,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,2550.0,Não,Não,Não
119595,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,394.0,Sim ,Não,Não
119596,2013,SC,Não,Sim,Não,,,,1800.0,,,
119597,2013,SC,Não,Não,Não,,,,375.0,,,
119598,2013,SC,Não,Sim,Não,,,,678.0,,,
119599,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,2666.0,Sim ,Não,Não
119604,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1300.0,Sim ,Não,Não
119607,2013,SC,Não,Sim,Não,,,,1356.0,,,
119608,2013,SC,Não,Sim,Não,,,,400.0,,,
119610,2013,SC,Não,Sim,Não,,,,678.0,,,
119611,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1033.0,Sim ,Não,Não
119613,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,1750.0,Não,Não,Não
119615,2013,SC,Sim,Sim,Sim ,Não,Sim ,Não,2239.0,Sim ,Não,Não
119617,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,800.0,Sim ,Não,Não
119618,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,789.0,Sim ,Não,Não
119619,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,2175.0,Sim ,Sim ,Não
119620,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,2666.0,Sim ,Sim ,Não
119621,2013,SC,Não,Não,Não,,,,1000.0,,,
119622,2013,SC,Não,Não,Não,,,,733.0,,,
119623,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,10000.0,Sim ,Sim ,Não
119624,2013,SC,Não,Sim,Não,,,,806.0,,,
119625,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1137.0,Sim ,Não,Não
119626,2013,SC,Não,Sim,Não,,,,1778.0,,,
119627,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,844.0,Sim ,Sim ,Não
119628,2013,SC,Não,Sim,Não,,,,339.0,,,
119629,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1128.0,Sim ,Não,Não
119630,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,2000.0,Sim ,Sim ,Não
119631,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,2200.0,Sim ,Não,Não
119632,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,5000.0,Sim ,Não,Não
119633,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,523.0,Sim ,Não,Não
119634,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,718.0,Sim ,Não,Não
119635,2013,SC,Não,Sim,Sim ,Não,Sim ,Não,1400.0,Sim ,Não,Não
119636,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,592.0,Sim ,Não,Não
119637,2013,SC,Não,Sim,Não,,,,2300.0,,,
119638,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,371.0,Sim ,Não,Não
119639,2013,SC,Não,Não,Não,,,,1089.0,,,
119641,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,950.0,Sim ,Não,Não
119643,2013,SC,Não,Não,Sim ,Não,Sim ,Não,1300.0,Sim ,Não,Não
119645,2013,SC,Não,Sim,Não,,,,1300.0,,,
119646,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,2000.0,Sim ,Sim ,Não
119650,2013,SC,Não,Não,Não,,,,2300.0,,,
119651,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,769.0,Sim ,Não,Não
119652,2013,SC,Não,Não,Não,,,,1300.0,,,
119653,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,726.0,Sim ,Não,Não
119654,2013,SC,Não,Sim,Não,,,,975.0,,,
119655,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Sim ,1240.0,Sim ,Não,Sim 
119656,2013,SC,Não,Sim,Não,,,,1300.0,,,
119657,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Sim ,700.0,Sim ,Não,Não
119658,2013,SC,Não,Sim,Não,,,,682.0,,,
119659,2013,SC,Não,Sim,Não,,,,375.0,,,
119660,2013,SC,Não,Não,Não,,,,1356.0,,,
119661,2013,SC,Não,Sim,Não,,,,959.0,,,
119662,2013,SC,Não,Sim,Não,,,,1500.0,,,
119663,2013,SC,Não,Sim,Não,,,,1839.0,,,
119664,2013,SC,Não,Sim,Não,,,,3000.0,,,
119665,2013,SC,Não,Sim,Não,,,,405.0,,,
119666,2013,SC,Não,Sim,Não,,,,1428.0,,,
119667,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,776.0,Sim ,Não,Não
119668,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,837.0,Sim ,Não,Não
119669,2013,SC,Não,Sim,Não,,,,1014.0,,,
119671,2013,SC,Não,Não,Sim ,Não,Não,Sim ,794.0,Sim ,Não,Não
119673,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,3870.0,Sim ,Não,Não
119675,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1300.0,Sim ,Não,Não
119676,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,809.0,Sim ,Não,Não
119677,2013,SC,Não,Sim,Não,,,,900.0,,,
119678,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1133.0,Sim ,Não,Não
119679,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1553.0,Sim ,Não,Não
119680,2013,SC,Não,Sim,Não,,,,1033.0,,,
119682,2013,SC,Não,Sim,Não,,,,844.0,,,
119684,2013,SC,Não,Sim,Não,,,,1400.0,,,
119688,2013,SC,Não,Sim,Não,,,,1950.0,,,
119689,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1166.0,Sim ,Não,Não
119693,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,3100.0,Sim ,Sim ,Não
119694,2013,SC,Não,Sim,Não,,,,260.0,,,
119697,2013,SC,Sim,Não,Não,,,,1678.0,,,
119700,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,2050.0,Sim ,Não,Não
119701,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,1000.0,Sim ,Não,Não
119702,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1000.0,Não,Não,Não
119703,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,8100.0,Sim ,Não,Não
119704,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,2000.0,Sim ,Sim ,Não
119705,2013,SC,Não,Sim,Não,,,,303.0,,,
119706,2013,SC,Não,Sim,Não,,,,839.0,,,
119707,2013,SC,Não,Não,Não,,,,866.0,,,
119708,2013,SC,Sim,Sim,Não,,,,339.0,,,
119709,2013,SC,Não,Sim,Não,,,,450.0,,,
119711,2013,SC,Não,Não,Não,,,,242.0,,,
119712,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,525.0,Sim ,Não,Não
119713,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,395.0,Sim ,Não,Não
119714,2013,SC,Não,Sim,Não,,,,490.0,,,
119715,2013,SC,,,Não,,,,678.0,,,
119716,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Sim ,575.0,Sim ,Não,Não
119717,2013,SC,Não,Sim,Não,,,,866.0,,,
119718,2013,SC,Sim,Sim,Não,,,,300.0,,,
119719,2013,SC,Sim,Sim,Não,,,,1092.0,,,
119721,2013,SC,Não,Sim,Não,,,,1091.0,,,
119722,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,4750.0,Sim ,Não,Não
119723,2013,SC,Não,Sim,Não,,,,333.0,,,
119725,2013,SC,Não,Não,Não,,,,0.0,,,
119726,2013,SC,,,Não,,,,452.0,,,
119727,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,600.0,Sim ,Sim ,Não
119729,2013,SC,Não,Sim,Não,,,,0.0,,,
119732,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,900.0,Sim ,Não,Não
119734,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,500.0,Sim ,Não,Não
119756,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,614.0,Sim ,Não,Não
119757,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,3200.0,Sim ,Não,Não
119765,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,1162.0,Sim ,Sim ,Não
119778,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Não,900.0,Sim ,Não,Não
119779,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,5000.0,Sim ,Sim ,Não
119788,2013,SC,Não,Não,Não,,,,678.0,,,
119789,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Não,533.0,Não,Não,Não
119792,2013,SC,Não,Sim,Não,,,,1810.0,,,
119800,2013,SC,Não,Sim,Não,,,,202.0,,,
119802,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,800.0,Não,Não,Não
119804,2013,SC,Não,Não,Não,,,,1433.0,,,
119805,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,3000.0,Sim ,Não,Não
119806,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1550.0,Sim ,Não,Não
119807,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,739.0,Sim ,Não,Não
119808,2013,SC,Não,Não,Não,,,,241.0,,,
119810,2013,SC,Não,Sim,Não,,,,108.0,,,
119813,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,839.0,Sim ,Não,Não
119814,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,600.0,Sim ,Não,Não
119817,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1225.0,Sim ,Não,Não
119819,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,400.0,Sim ,Não,Não
119824,2013,SC,Não,Sim,Não,,,,1356.0,,,
119825,2013,SC,Não,Não,Sim ,Não,Não,Sim ,2000.0,Sim ,Não,Não
119826,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,600.0,Sim ,Não,Não
119827,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1100.0,Sim ,Não,Não
119828,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,663.0,Sim ,Não,Não
119831,2013,SC,Não,Sim,Não,,,,678.0,,,
119832,2013,SC,Não,Sim,Não,,,,330.0,,,
119833,2013,SC,Não,Sim,Não,,,,739.0,,,
119835,2013,SC,Não,Sim,Não,,,,489.0,,,
119836,2013,SC,Não,Não,Não,,,,0.0,,,
119837,2013,SC,,,Não,,,,1356.0,,,
119838,2013,SC,Não,Sim,Não,,,,839.0,,,
119839,2013,SC,Não,Sim,Não,,,,900.0,,,
119841,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1100.0,Sim ,Não,Não
119844,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,766.0,Sim ,Não,Não
119848,2013,SC,Não,Sim,Não,,,,678.0,,,
119851,2013,SC,Não,Não,Não,,,,678.0,,,
119852,2013,SC,Não,Sim,Não,,,,226.0,,,
119853,2013,SC,Não,Não,Não,,,,600.0,,,
119854,2013,SC,Não,Não,Não,,,,800.0,,,
119855,2013,SC,,,Não,,,,672.0,,,
119859,2013,SC,Não,Não,Não,,,,871.0,,,
119861,2013,SC,Não,Sim,Não,,,,300.0,,,
119864,2013,SC,Não,Não,Não,,,,544.0,,,
119865,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,375.0,Sim ,Não,Não
119866,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1333.0,Sim ,Não,Não
119867,2013,SC,Não,Sim,Não,,,,839.0,,,
119868,2013,SC,Não,Não,Sim ,Não,Não,Sim ,333.0,Sim ,Não,Não
119872,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1076.0,Sim ,Não,Não
119874,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1250.0,Sim ,Não,Não
119876,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,791.0,Sim ,Não,Não
119878,2013,SC,Não,Não,Sim ,Não,Não,Sim ,2800.0,Sim ,Não,Não
119879,2013,SC,Não,Não,Sim ,Não,Não,Sim ,4000.0,Sim ,Sim ,Não
119884,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1250.0,Sim ,Não,Não
119885,2013,SC,Sim,Não,Não,,,,1469.0,,,
119886,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,3500.0,Sim ,Não,Não
119887,2013,SC,Não,Não,Sim ,Não,Sim ,Não,1256.0,Sim ,Não,Não
119891,2013,SC,Não,Não,Não,,,,1312.0,,,
119892,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,2000.0,Sim ,Não,Não
119895,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1058.0,Sim ,Não,Não
119896,2013,SC,Sim,Não,Não,,,,394.0,,,
119897,2013,SC,Não,Não,Não,,,,1094.0,,,
119899,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,2000.0,Sim ,Não,Não
119901,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1800.0,Sim ,Sim ,Não
119902,2013,SC,Não,Não,Não,,,,68.0,,,
119904,2013,SC,Não,Não,Não,,,,527.0,,,
119906,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,9074.0,Sim ,Não,Não
119907,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,6000.0,Sim ,Não,Não
119908,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,5000.0,Sim ,Não,Não
119909,2013,SC,Não,Não,Sim ,Não,Não,Sim ,436.0,Sim ,Não,Não
119911,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1200.0,Sim ,Não,Não
119914,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,600.0,Sim ,Não,Não
119915,2013,SC,Sim,Não,Não,,,,1390.0,,,
119916,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1820.0,Sim ,Não,Não
119917,2013,SC,Sim,Não,Não,,,,2528.0,,,
119918,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,275.0,Sim ,Não,Não
119919,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,921.0,Sim ,Não,Não
119920,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,1057.0,Sim ,Não,Não
119922,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,678.0,Não,Sim ,Não
119923,2013,SC,Não,Não,Não,,,,678.0,,,
119924,2013,SC,Não,Não,Sim ,Não,Não,Sim ,300.0,Sim ,Não,Não
119925,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,540.0,Sim ,Não,Sim 
119926,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,3100.0,Sim ,Não,Não
119927,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1778.0,Sim ,Não,Não
119928,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,387.0,Sim ,Não,Não
119929,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,596.0,Sim ,Não,Não
119930,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1125.0,Sim ,Sim ,Não
